,cond_re,cond_im,freq,grid,np_size,wires
26,4.961552048060938,-1.1072461686916173,1.5999999999999999,90,0.06,True
27,4.954544012349483,-1.1397448789792772,1.6499999999999997,90,0.06,True
28,4.990666898730984,-1.1699958561446873,1.6999999999999997,90,0.06,True
29,4.98147565881073,-1.191680894110863,1.7499999999999998,90,0.06,True
30,5.01976327435549,-1.2330306416383792,1.7999999999999996,90,0.06,True
31,5.011532209711716,-1.2400414884361068,1.8499999999999996,90,0.06,True
32,5.045169656738901,-1.2960163495077575,1.8999999999999997,90,0.06,True
33,5.043555724219485,-1.2868980430849717,1.9499999999999997,90,0.06,True
34,5.063245914585483,-1.362018529374371,1.9999999999999998,90,0.06,True
35,5.08042031696782,-1.3390242840795141,2.0499999999999994,90,0.06,True
36,5.075606569441585,-1.4345318906677151,2.0999999999999996,90,0.06,True
37,5.132919698841226,-1.4031940168103731,2.1499999999999995,90,0.06,True
38,5.089793765282449,-1.5079413938623207,2.1999999999999993,90,0.06,True
0,6.053981144330929,-0.12337338659108966,0.3,90,0.08,False
1,6.112468749114804,-0.10673375639721701,0.35,90,0.08,False
2,6.0544166517971245,-0.0912657126877753,0.39999999999999997,90,0.08,False
3,6.069647827572887,-0.11823207342731434,0.44999999999999996,90,0.08,False
4,6.041415745321613,-0.11940364605346729,0.49999999999999994,90,0.08,False
5,6.053345675672341,-0.15728725110302677,0.5499999999999999,90,0.08,False
6,6.051594645882915,-0.15925485303678175,0.5999999999999999,90,0.08,False
7,6.061747561433019,-0.18591963133216685,0.6499999999999999,90,0.08,False
8,6.066913237327858,-0.18334551443027658,0.7,90,0.08,False
9,6.067319970856889,-0.20038734120538604,0.7499999999999999,90,0.08,False
10,6.0699347099026255,-0.20027472631793822,0.7999999999999998,90,0.08,False
11,6.063061061860827,-0.21608725784480365,0.8499999999999999,90,0.08,False
12,6.065203093072444,-0.22353732219401398,0.8999999999999999,90,0.08,False
13,6.058880859716887,-0.24057894488531018,0.95,90,0.08,False
14,6.064511543397177,-0.2529706719445243,0.9999999999999998,90,0.08,False
15,6.061758979972992,-0.26710119445524483,1.0499999999999998,90,0.08,False
16,6.069089185275548,-0.27952850890496295,1.0999999999999999,90,0.08,False
17,6.067107519052552,-0.28897231904696197,1.15,90,0.08,False
18,6.0719385282464735,-0.30068969345274354,1.1999999999999997,90,0.08,False
19,6.068537738493337,-0.3080607682279306,1.2499999999999998,90,0.08,False
20,6.06973112955752,-0.3222783713669182,1.2999999999999998,90,0.08,False
21,6.066889186675587,-0.3310304155687781,1.3499999999999999,90,0.08,False
22,6.067323310276073,-0.34849599508752765,1.3999999999999997,90,0.08,False
23,6.068420055072938,-0.3581812600124058,1.4499999999999997,90,0.08,False
24,6.069948736119284,-0.3754429834579744,1.4999999999999998,90,0.08,False
25,6.074621633770747,-0.38327512962063004,1.5499999999999998,90,0.08,False
26,6.0743487804901966,-0.39731290496339533,1.5999999999999999,90,0.08,False
27,6.079093186813474,-0.40348997858049773,1.6499999999999997,90,0.08,False
28,6.073708931157464,-0.4156894809633881,1.6999999999999997,90,0.08,False
29,6.077126557248139,-0.4249489975534195,1.7499999999999998,90,0.08,False
30,6.068604755317745,-0.43907667249285237,1.7999999999999996,90,0.08,False
31,6.074995235133151,-0.4553453604816585,1.8499999999999996,90,0.08,False
32,6.0696848797858935,-0.46900434425083726,1.8999999999999997,90,0.08,False
33,6.082417850567498,-0.48882496395074615,1.9499999999999997,90,0.08,False
34,6.082011425344472,-0.4929197907016227,1.9999999999999998,90,0.08,False
35,6.09392029234224,-0.5109802950814399,2.0499999999999994,90,0.08,False
36,6.089940021960027,-0.5023802326551895,2.0999999999999996,90,0.08,False
37,6.087325933306213,-0.5250063789080762,2.1499999999999995,90,0.08,False
38,6.078711926815285,-0.516258439638156,2.1999999999999993,90,0.08,False
0,3.4646549251509464,-0.5213403850787388,0.3,130,0.1,False
1,3.368359886154089,-0.4570231855205367,0.35,130,0.1,False
2,3.495109149111261,-0.44715126688675955,0.39999999999999997,130,0.1,False
3,3.4385387689384306,-0.38014640827226837,0.44999999999999996,130,0.1,False
4,3.497096213784847,-0.39432620067676416,0.49999999999999994,130,0.1,False
5,3.4730657004843386,-0.33929914631906194,0.5499999999999999,130,0.1,False
6,3.4975392658118847,-0.36194581181580165,0.5999999999999999,130,0.1,False
7,3.4956331606547417,-0.3206273088174291,0.6499999999999999,130,0.1,False
8,3.5024518988154236,-0.33922010735065067,0.7,130,0.1,False
9,3.5114043547242613,-0.3092311105492501,0.7499999999999999,130,0.1,False
10,3.5074786640204887,-0.3210373903556465,0.7999999999999998,130,0.1,False
11,3.519850710205005,-0.30182643205050014,0.8499999999999999,130,0.1,False
12,3.5101860556624076,-0.30846230882612347,0.8999999999999999,130,0.1,False
13,3.523101849373799,-0.29942407376744107,0.95,130,0.1,False
14,3.5122013469888946,-0.30232385513211946,0.9999999999999998,130,0.1,False
15,3.5247664513090284,-0.30140066547600947,1.0499999999999998,130,0.1,False
16,3.5155040377180122,-0.3007926509006841,1.0999999999999999,130,0.1,False
17,3.526605030042701,-0.3053213122790116,1.15,130,0.1,False
18,3.5195508498375596,-0.30204323528920696,1.1999999999999997,130,0.1,False
19,3.52840218404433,-0.30924610529993807,1.2499999999999998,130,0.1,False
20,3.5236215265593187,-0.3037156658731947,1.2999999999999998,130,0.1,False
21,3.5286160982999384,-0.3138451598066671,1.3499999999999999,130,0.1,False
22,3.5268621096635635,-0.3072406849812251,1.3999999999999997,130,0.1,False
23,3.527577066891726,-0.31947819121445664,1.4499999999999997,130,0.1,False
24,3.5297458963494246,-0.3132617835680122,1.4999999999999998,130,0.1,False
25,3.526172865606264,-0.3262633892041805,1.5499999999999998,130,0.1,False
26,3.532963603109114,-0.3217790110405289,1.5999999999999999,130,0.1,False
27,3.5251886795939193,-0.333745042249217,1.6499999999999997,130,0.1,False
28,3.5369303023065846,-0.3326779371225008,1.6999999999999997,130,0.1,False
29,3.5255799119373386,-0.34139849979909714,1.7499999999999998,130,0.1,False
30,3.5423763961192636,-0.3456714249040643,1.7999999999999996,130,0.1,False
31,3.5291138223715577,-0.347743072916502,1.8499999999999996,130,0.1,False
32,3.549952366935279,-0.3586370649362884,1.8999999999999997,130,0.1,False
33,3.5367841111964125,-0.3487488768240434,1.9499999999999997,130,0.1,False
34,3.557888796186319,-0.36607461611841696,1.9999999999999998,130,0.1,False
35,3.543277996996283,-0.3408318109845911,2.0499999999999994,130,0.1,False
36,3.555238957890821,-0.36703151610578244,2.0999999999999996,130,0.1,False
37,3.542219378045965,-0.322561475587425,2.1499999999999995,130,0.1,False
38,3.5286039932824993,-0.36646445605341377,2.1999999999999993,130,0.1,False
0,7.380721591530166,-0.4874467222845593,0.3,130,0.05,True
1,7.316782013321922,-0.5012798574316426,0.35,130,0.05,True
2,7.383706943306272,-0.5537028609848393,0.39999999999999997,130,0.05,True
3,7.35627175843647,-0.561025958614411,0.44999999999999996,130,0.05,True
4,7.387187477110811,-0.6285466468247601,0.49999999999999994,130,0.05,True
5,7.382859333578135,-0.64398354974227,0.5499999999999999,130,0.05,True
6,7.396981874776541,-0.7113866200410949,0.5999999999999999,130,0.05,True
7,7.406955535268514,-0.7380929612489587,0.6499999999999999,130,0.05,True
8,7.414721200343497,-0.7970131081449449,0.7,130,0.05,True
9,7.432505056570869,-0.8309104828303753,0.7499999999999999,130,0.05,True
10,7.437260547278387,-0.8860849449756552,0.7999999999999998,130,0.05,True
11,7.457295197728825,-0.9236058939845941,0.8499999999999999,130,0.05,True
12,7.461159315066424,-0.9737613205722786,0.8999999999999999,130,0.05,True
13,7.481739944130116,-1.018726508258877,0.95,130,0.05,True
14,7.487520656407553,-1.063590492966663,0.9999999999999998,130,0.05,True
15,7.508119681588189,-1.1128313790661115,1.0499999999999998,130,0.05,True
16,7.516940600269363,-1.1575180664509364,1.0999999999999999,130,0.05,True
17,7.537129553299331,-1.206605774433853,1.15,130,0.05,True
18,7.549791138915278,-1.2489922157408964,1.1999999999999997,130,0.05,True
19,7.56904182627977,-1.301210188724375,1.2499999999999998,130,0.05,True
20,7.585274183446699,-1.3400881892560854,1.2999999999999998,130,0.05,True
21,7.602770590524232,-1.392306019283378,1.3499999999999999,130,0.05,True
22,7.622488075077874,-1.4330072525484692,1.3999999999999997,130,0.05,True
23,7.6385417360505965,-1.482062854484474,1.4499999999999997,130,0.05,True
24,7.662072060053456,-1.5234961893985972,1.4999999999999998,130,0.05,True
25,7.676875636392896,-1.5731120561429865,1.5499999999999998,130,0.05,True
26,7.703611512354418,-1.6138015035717186,1.5999999999999999,130,0.05,True
27,7.717410559406113,-1.6601690590206652,1.6499999999999997,130,0.05,True
28,7.746944439131569,-1.7056692773528361,1.6999999999999997,130,0.05,True
29,7.760834531115447,-1.7458212061009741,1.7499999999999998,130,0.05,True
30,7.792042663654164,-1.795698072074294,1.7999999999999996,130,0.05,True
31,7.807718186450363,-1.8329892754248824,1.8499999999999996,130,0.05,True
32,7.839092552298339,-1.8851493730320925,1.8999999999999997,130,0.05,True
33,7.860053549795144,-1.9152003394154389,1.9499999999999997,130,0.05,True
34,7.888728872290736,-1.974203538556938,1.9999999999999998,130,0.05,True
35,7.917633512103925,-1.9943787578925676,2.0499999999999994,130,0.05,True
36,7.936118968914326,-2.057104787432326,2.0999999999999996,130,0.05,True
37,7.977328057158829,-2.074715592473101,2.1499999999999995,130,0.05,True
38,7.97997015696155,-2.13794869943428,2.1999999999999993,130,0.05,True
0,6.120126260287785,-0.11350115227974948,0.3,70,0.07,False
1,6.148842300161097,-0.10896728865556894,0.35,70,0.07,False
2,6.112560153588185,-0.10291584033430323,0.39999999999999997,70,0.07,False
3,6.117202801661524,-0.12266776217490595,0.44999999999999996,70,0.07,False
4,6.098107306529198,-0.1278683912210761,0.49999999999999994,70,0.07,False
5,6.102737124580246,-0.15414122716241666,0.5499999999999999,70,0.07,False
6,6.0997257486043726,-0.16155586069330236,0.5999999999999999,70,0.07,False
7,6.10485460207963,-0.18273935422882245,0.6499999999999999,70,0.07,False
8,6.108394697228594,-0.18720315950757999,0.7,70,0.07,False
9,6.109626190572917,-0.20203422529044127,0.7499999999999999,70,0.07,False
10,6.112412028377447,-0.2066699809167426,0.7999999999999998,70,0.07,False
11,6.109958899018842,-0.2197580682783612,0.8499999999999999,70,0.07,False
12,6.111895748543049,-0.22771553095535152,0.8999999999999999,70,0.07,False
13,6.108591046962243,-0.24096126033210258,0.95,70,0.07,False
14,6.11163061638614,-0.2520003998465535,0.9999999999999998,70,0.07,False
15,6.109751220838562,-0.26424003679796365,1.0499999999999998,70,0.07,False
16,6.113643654343761,-0.27595652979933655,1.0999999999999999,70,0.07,False
17,6.112597508405497,-0.2863609595866023,1.15,70,0.07,False
18,6.11569258833529,-0.2980708858140452,1.1999999999999997,70,0.07,False
19,6.114440455504725,-0.3071779282051967,1.2499999999999998,70,0.07,False
20,6.115864627827948,-0.31989904215156667,1.2999999999999998,70,0.07,False
21,6.114983906489871,-0.3292849648042783,1.3499999999999999,70,0.07,False
22,6.115649889744811,-0.34341606395664775,1.3999999999999997,70,0.07,False
23,6.116426278982076,-0.3532155065766621,1.4499999999999997,70,0.07,False
24,6.117403498097103,-0.3675273533504537,1.4999999999999998,70,0.07,False
25,6.1201217386033395,-0.37679333923263697,1.5499999999999998,70,0.07,False
26,6.120368037969242,-0.3897823011869929,1.5999999999999999,70,0.07,False
27,6.123856351897684,-0.39844889468563993,1.6499999999999997,70,0.07,False
28,6.122026553820715,-0.4101915044414944,1.6999999999999997,70,0.07,False
29,6.125463920105454,-0.42002193138690086,1.7499999999999998,70,0.07,False
30,6.122198781412824,-0.43200450590955386,1.7999999999999996,70,0.07,False
31,6.126972119198517,-0.44478662815683107,1.8499999999999996,70,0.07,False
32,6.124710107450358,-0.4560004814114167,1.8999999999999997,70,0.07,False
33,6.132305193405495,-0.47118220689164775,1.9499999999999997,70,0.07,False
34,6.132589907864888,-0.4781221763411427,1.9999999999999998,70,0.07,False
35,6.140754839664889,-0.49361145780032395,2.0499999999999994,70,0.07,False
36,6.1411540622671446,-0.4945569999529606,2.0999999999999996,70,0.07,False
37,6.144428658188781,-0.5123654013774938,2.1499999999999995,70,0.07,False
38,6.145187246623337,-0.5106945042296326,2.1999999999999993,70,0.07,False
0,4.292673138071692,-0.7730191521622568,0.3,90,0.05,True
1,4.056327978891204,-0.6843515060138912,0.35,90,0.05,True
2,4.295866682039006,-0.7524947638520271,0.39999999999999997,90,0.05,True
3,4.193594828850826,-0.6256163635151984,0.44999999999999996,90,0.05,True
4,4.2932696731303395,-0.7128011320091839,0.49999999999999994,90,0.05,True
5,4.259442448645695,-0.6103659620272949,0.5499999999999999,90,0.05,True
6,4.284736321807758,-0.6928903860259524,0.5999999999999999,90,0.05,True
7,4.290412321849382,-0.629897298496632,0.6499999999999999,90,0.05,True
8,4.283718402564417,-0.6990038146883141,0.7,90,0.05,True
9,4.313099458667134,-0.6692310765283819,0.7499999999999999,90,0.05,True
10,4.296101305894302,-0.7197834053459734,0.7999999999999998,90,0.05,True
11,4.3357476075415695,-0.712835024317814,0.8499999999999999,90,0.05,True
12,4.316397907253553,-0.7447862334981865,0.8999999999999999,90,0.05,True
13,4.355352399847204,-0.7542608886204326,0.95,90,0.05,True
14,4.337000955894539,-0.7724540644743902,0.9999999999999998,90,0.05,True
15,4.369644593838215,-0.7958001454180325,1.0499999999999998,90,0.05,True
16,4.356071990158252,-0.806155885287652,1.0999999999999999,90,0.05,True
17,4.3815386094511615,-0.8407706317101982,1.15,90,0.05,True
18,4.376794001415665,-0.8468970762447611,1.1999999999999997,90,0.05,True
19,4.395498321552158,-0.8881267876270381,1.2499999999999998,90,0.05,True
20,4.401513265381351,-0.8914334338110866,1.2999999999999998,90,0.05,True
21,4.412427427952905,-0.9340480488676326,1.3499999999999999,90,0.05,True
22,4.428450712609753,-0.9364757249009782,1.3999999999999997,90,0.05,True
23,4.429759404591673,-0.9769834048694797,1.4499999999999997,90,0.05,True
24,4.455402779326552,-0.9823143220809816,1.4999999999999998,90,0.05,True
25,4.446244772441847,-1.0191637973526515,1.5499999999999998,90,0.05,True
26,4.479989663875488,-1.0334977773261056,1.5999999999999999,90,0.05,True
27,4.4650947028853984,-1.0624698587852537,1.6499999999999997,90,0.05,True
28,4.506727602303222,-1.0890838028784833,1.6999999999999997,90,0.05,True
29,4.490671162540482,-1.1039783060899733,1.7499999999999998,90,0.05,True
30,4.535885429297915,-1.1442432510748815,1.7999999999999996,90,0.05,True
31,4.5224062370905544,-1.1383179509260843,1.8499999999999996,90,0.05,True
32,4.560473637278853,-1.1950911763858711,1.8999999999999997,90,0.05,True
33,4.555148836237782,-1.1662680027117254,1.9499999999999997,90,0.05,True
34,4.571779391569756,-1.2455942369551425,1.9999999999999998,90,0.05,True
35,4.589507828689303,-1.198678229923115,2.0499999999999994,90,0.05,True
36,4.571091679362309,-1.3026418638241888,2.0999999999999996,90,0.05,True
37,4.640354236600322,-1.2461231111679416,2.1499999999999995,90,0.05,True
38,4.570328357606449,-1.3572744469259694,2.1999999999999993,90,0.05,True
0,5.655856540548699,-0.4840546344929433,0.3,130,0.06,True
1,5.503879246244523,-0.47958398840710664,0.35,130,0.06,True
2,5.646027601963976,-0.5579994679532423,0.39999999999999997,130,0.06,True
3,5.590582175106635,-0.5163627365745421,0.44999999999999996,130,0.06,True
4,5.657109912224418,-0.5941877503472992,0.49999999999999994,130,0.06,True
5,5.639119713790298,-0.5581284952407071,0.5499999999999999,130,0.06,True
6,5.656760150700221,-0.630359168464101,0.5999999999999999,130,0.06,True
7,5.660380498948751,-0.6164207289223204,0.6499999999999999,130,0.06,True
8,5.6572931626727225,-0.6823759120683125,0.7,130,0.06,True
9,5.676741908542982,-0.6900440257217061,0.7499999999999999,130,0.06,True
10,5.66980892885035,-0.7455481371711299,0.7999999999999998,130,0.06,True
11,5.697622078908873,-0.767214280673086,0.8499999999999999,130,0.06,True
12,5.692428013403614,-0.8091536884958244,0.8999999999999999,130,0.06,True
13,5.7215388307416095,-0.8388966417900751,0.95,130,0.06,True
14,5.716982533522088,-0.870522339280919,0.9999999999999998,130,0.06,True
15,5.742116917345763,-0.9075890642039701,1.0499999999999998,130,0.06,True
16,5.739916943736118,-0.934022653364475,1.0999999999999999,130,0.06,True
17,5.76054218245902,-0.9781506607318821,1.15,130,0.06,True
18,5.764277594189768,-1.0026515001622065,1.1999999999999997,130,0.06,True
19,5.7816834388308065,-1.0510477639927929,1.2499999999999998,130,0.06,True
20,5.792709627752805,-1.075785282628519,1.2999999999999998,130,0.06,True
21,5.8075607744554745,-1.1224315975869879,1.3499999999999999,130,0.06,True
22,5.825973454373335,-1.1456162695178567,1.3999999999999997,130,0.06,True
23,5.8357343372771275,-1.189627628483664,1.4499999999999997,130,0.06,True
24,5.859728328918254,-1.2137675528715473,1.4999999999999998,130,0.06,True
25,5.863741242771567,-1.2541298555691474,1.5499999999999998,130,0.06,True
26,5.89270739561214,-1.2830549455024116,1.5999999999999999,130,0.06,True
27,5.8931306055516135,-1.3183335857044058,1.6499999999999997,130,0.06,True
28,5.9269996488650944,-1.354550710178731,1.6999999999999997,130,0.06,True
29,5.926600719295299,-1.3838770295651877,1.7499999999999998,130,0.06,True
